id_node,id,type,log_creation_time,catch_time,after_preprocess_time,server_catch_time,completion_time,size,id_server
9jqpk,19,vectorized_logs,1710350503.2734559,1710350503.2738457,1710350503.2932568,1710350503.328955,1710350503.3290682,30582,rdffx
mhr2k,19,vectorized_logs,1710350503.2686677,1710350503.2690632,1710350503.297562,1710350503.331464,1710350503.331558,30582,rdffx
g8zs6,19,vectorized_logs,1710350503.2812731,1710350503.2816234,1710350503.3008451,1710350503.3339763,1710350503.3340545,30582,rdffx
n56h5,18,vectorized_logs,1710350503.2811832,1710350503.2815328,1710350503.3012464,1710350503.3368208,1710350503.3369095,30677,rdffx
bkq55,18,vectorized_logs,1710350503.2732472,1710350503.2737079,1710350503.3047693,1710350503.3484263,1710350503.34859,30677,rdffx
pdq5j,19,vectorized_logs,1710350503.2890348,1710350503.2893696,1710350503.30905,1710350503.352402,1710350503.352499,30582,rdffx
fccqc,19,vectorized_logs,1710350503.288159,1710350503.2887986,1710350503.3103087,1710350503.3565385,1710350503.356617,30582,rdffx
8vxwv,20,vectorized_logs,1710350503.271814,1710350503.272224,1710350503.292406,1710350503.369139,1710350503.3693826,35988,rdffx
kp98m,19,vectorized_logs,1710350503.3029685,1710350503.3039367,1710350503.3311672,1710350503.3713942,1710350503.371463,30582,rdffx
8vxwv,21,vectorized_logs,1710350503.3224053,1710350503.322748,1710350503.341727,1710350503.3741808,1710350503.37427,31560,rdffx
9jqpk,20,vectorized_logs,1710350503.3242865,1710350503.324666,1710350503.345108,1710350503.3878324,1710350503.3879905,35988,rdffx
bkq55,19,vectorized_logs,1710350503.3239124,1710350503.3242505,1710350503.3450947,1710350503.3902707,1710350503.3903923,30582,rdffx
mhr2k,20,vectorized_logs,1710350503.319352,1710350503.3198333,1710350503.3483303,1710350503.3933024,1710350503.3934147,35988,rdffx
g8zs6,20,vectorized_logs,1710350503.3319342,1710350503.33228,1710350503.3525405,1710350503.396271,1710350503.3963757,35988,rdffx
n56h5,19,vectorized_logs,1710350503.3316054,1710350503.3319204,1710350503.353954,1710350503.3988254,1710350503.3989074,30582,rdffx
5kqvf,20,vectorized_logs,1710350503.2895708,1710350503.2899392,1710350503.3103557,1710350503.3989854,1710350503.3990302,35988,rdffx
5kqvf,21,vectorized_logs,1710350503.3407896,1710350503.341119,1710350503.3613195,1710350503.4017572,1710350503.4018483,31560,rdffx
pdq5j,20,vectorized_logs,1710350503.340337,1710350503.3407035,1710350503.3615508,1710350503.4045827,1710350503.4046488,35988,rdffx
fccqc,20,vectorized_logs,1710350503.3389041,1710350503.3393009,1710350503.3622642,1710350503.407558,1710350503.407639,35988,rdffx
kp98m,20,vectorized_logs,1710350503.3561454,1710350503.3566296,1710350503.3776875,1710350503.4214687,1710350503.4216003,35988,rdffx
8vxwv,22,vectorized_logs,1710350503.3728948,1710350503.3732417,1710350503.3927214,1710350503.4373856,1710350503.4375565,31577,rdffx
mhr2k,21,vectorized_logs,1710350503.3698797,1710350503.3702533,1710350503.3892708,1710350503.437659,1710350503.4377313,31560,rdffx
9jqpk,21,vectorized_logs,1710350503.3750339,1710350503.3753843,1710350503.3953238,1710350503.4402766,1710350503.4403667,31560,rdffx
